Education,customer_id,AGE,marital,JOB
secondary,129201,36,married,admin.
secondary,129202,31,single,unemployed
tertiary,129206,35,single,admin.
secondary,129211,38,single,services
primary,129213,43,married,blue-collar
secondary,129223,29,single,technician
secondary,129225,33,single,technician
secondary,129233,28,single,services
tertiary,129245,34,divorced,unemployed
secondary,129248,41,divorced,blue-collar
secondary,129251,38,married,self-employed
primary,129254,55,married,management
tertiary,129255,33,single,management
secondary,129265,31,single,technician
secondary,129268,29,single,admin.
primary,129276,41,married,housemaid
primary,129280,52,married,unemployed
tertiary,129283,40,married,management
secondary,129288,49,married,ADMINISTRATION
secondary,129295,40,divorced,services
secondary,129296,44,married,management
secondary,129297,48,single,admin.
tertiary,129301,33,single,management
tertiary,129303,60,married,retired
tertiary,129316,46,married,management
secondary,129317,35,DIVORCED,services
tertiary,129320,40,married,management
secondary,129325,42,married,management
tertiary,129326,31,single,management
tertiary,129330,38,married,management
secondary,129338,60,married,blue-collar
secondary,129340,58,married,retired
SECONDARY,129345,41,divorced,services
tertiary,129350,58,DIVORCED,management
primary,129354,31,single,unemployed
secondary,129356,43,married,blue-collar
primary,129362,75,divorced,retired
SECONDARY,129363,37,married,technician
tertiary,129366,61,married,management
primary,129368,48,single,blue-collar
tertiary,129373,36,married,management
secondary,129386,56,married,entrepreneur
tertiary,129389,31,single,management
secondary,129391,31,married,technician
tertiary,129392,30,single,self-employed
tertiary,129394,26,single,technician
secondary,129395,32,single,admin.
secondary,129411,43,single,ADMINISTRATION
secondary,129414,39,married,services
tertiary,129423,83,married,retired
primary,129424,39,married,blue-collar
primary,129428,48,single,blue-collar
primary,129432,46,married,blue-collar
secondary,129435,26,single,student
secondary,129441,51,married,services
secondary,129444,51,married,technician
secondary,129446,28,married,admin.
secondary,129451,47,divorced,entrepreneur
secondary,129452,37,divorced,self-employed
unknown,129457,35,single,management
primary,129477,28,married,unemployed
tertiary,129498,37,married,management
secondary,129518,41,married,blue-collar
primary,129524,59,married,housemaid
tertiary,129526,33,married,management
tertiary,129530,26,single,management
secondary,129531,53,married,blue-collar
secondary,129535,31,single,ADMINISTRATION
secondary,129536,53,married,technician
secondary,129547,37,married,housemaid
tertiary,129549,29,single,technician
secondary,129550,57,married,admin.
secondary,129553,43,divorced,services
secondary,129555,25,single,admin.
primary,129565,68,divorced,retired
secondary,129570,27,single,technician
tertiary,129584,29,single,student
primary,129587,35,single,unemployed
tertiary,129589,36,single,unemployed
tertiary,129594,34,married,management
primary,129600,56,married,management
SECONDARY,129601,38,divorced,technician
primary,129602,39,married,blue-collar
secondary,129606,54,divorced,technician
tertiary,129611,32,single,management
primary,129616,41,married,blue-collar
tertiary,129618,27,single,student
SECONDARY,129619,27,single,management
secondary,129623,48,single,technician
secondary,129624,59,divorced,retired
tertiary,129625,54,married,management
tertiary,129636,52,divorced,entrepreneur
secondary,129643,28,single,unemployed
primary,129644,53,married,blue-collar
tertiary,129654,38,single,technician
secondary,129666,26,single,technician
secondary,129668,32,married,services
secondary,129672,42,single,services
tertiary,129674,29,single,self-employed
secondary,129675,33,single,student
secondary,129685,30,single,admin.
tertiary,129688,36,married,management
secondary,129702,34,married,blue-collar
secondary,129707,39,single,unemployed
primary,129711,69,married,retired
tertiary,129712,43,married,management
tertiary,129714,31,married,management
tertiary,129716,38,married,management
tertiary,129729,26,married,self-employed
secondary,129730,32,single,technician
tertiary,129734,32,single,management
secondary,129740,52,married,retired
primary,129744,42,married,blue-collar
secondary,129752,26,single,student
secondary,129755,30,single,entrepreneur
secondary,129756,28,single,technician
tertiary,129759,40,married,management
tertiary,129772,54,married,management
secondary,129779,32,divorced,services
primary,129782,56,divorced,unemployed
tertiary,129783,60,single,retired
secondary,129792,27,married,admin.
secondary,129796,30,single,technician
unknown,129797,57,married,technician
secondary,129801,51,single,retired
primary,129802,55,divorced,unemployed
secondary,129804,46,divorced,technician
tertiary,129817,57,married,management
tertiary,129819,41,divorced,management
tertiary,129822,58,single,entrepreneur
secondary,129829,52,married,entrepreneur
primary,129835,52,married,blue-collar
tertiary,129836,50,married,management
secondary,129845,38,married,entrepreneur
tertiary,129848,30,single,management
primary,129852,42,divorced,unemployed
secondary,129867,42,married,self-employed
tertiary,129883,28,married,self-employed
tertiary,129893,52,married,management
secondary,129896,33,married,technician
secondary,129903,48,married,self-employed
unknown,129905,53,single,self-employed
secondary,129907,38,single,unemployed
tertiary,129910,30,single,admin.
tertiary,129916,34,married,management
primary,129919,56,married,technician
tertiary,129923,32,single,technician
secondary,129926,48,married,management
tertiary,129929,34,married,management
secondary,129930,43,married,unemployed
primary,129933,31,single,unemployed
secondary,129945,57,married,admin.
tertiary,129947,31,married,self-employed
unknown,129950,40,married,blue-collar
tertiary,129954,29,married,management
primary,129966,75,divorced,retired
tertiary,129976,31,single,technician
tertiary,129981,37,married,unemployed
tertiary,129983,27,single,technician
secondary,129996,32,single,admin.
tertiary,129999,31,married,management
tertiary,130003,56,divorced,management
tertiary,130021,27,single,self-employed
secondary,130024,30,married,blue-collar
tertiary,130025,28,single,management
secondary,130030,39,married,management
tertiary,130035,41,single,self-employed
tertiary,130037,31,single,technician
primary,130040,37,married,unemployed
secondary,130041,39,single,admin.
tertiary,130045,22,single,admin.
secondary,130047,31,single,unemployed
tertiary,130052,54,married,management
tertiary,130059,33,single,management
primary,130062,69,married,retired
secondary,130066,50,single,admin.
tertiary,130069,30,married,self-employed
secondary,130075,43,single,admin.
secondary,130083,49,divorced,blue-collar
tertiary,130086,29,single,management
secondary,130112,45,married,blue-collar
primary,130115,32,single,entrepreneur
secondary,130127,41,married,admin.
secondary,130136,59,divorced,retired
primary,130141,53,married,management
secondary,130153,39,married,blue-collar
secondary,130154,43,married,blue-collar
tertiary,130159,30,single,admin.
secondary,130161,27,single,technician
unknown,130167,36,married,blue-collar
tertiary,130168,49,divorced,self-employed
tertiary,130170,28,single,entrepreneur
secondary,130178,30,married,admin.
primary,130180,55,married,technician
SECONDARY,130187,33,married,unknown
primary,130192,28,single,services
tertiary,130198,33,single,management
primary,130206,56,single,unemployed
primary,130210,45,married,blue-collar
secondary,130219,29,single,technician
secondary,130232,39,married,admin.
secondary,130233,37,divorced,technician
tertiary,130235,38,married,technician
secondary,130237,33,married,blue-collar
tertiary,130241,38,married,technician
secondary,130242,30,single,admin.
SECONDARY,130245,46,married,unemployed
tertiary,130246,32,married,management
tertiary,130254,51,divorced,admin.
secondary,130255,29,married,technician
secondary,130262,32,married,unemployed
secondary,130266,33,married,management
tertiary,130277,69,married,management
secondary,130284,33,single,blue-collar
tertiary,130292,44,married,management
tertiary,130293,37,married,management
secondary,130296,26,single,self-employed
primary,130308,41,married,blue-collar
secondary,130310,44,married,blue-collar
secondary,130313,39,married,technician
tertiary,130316,35,single,management
secondary,130323,28,single,management
tertiary,130325,57,married,management
primary,130326,72,married,retired
tertiary,130328,33,single,management
tertiary,130332,34,married,admin.
secondary,130340,60,divorced,unemployed
primary,130343,29,married,services
tertiary,130346,31,single,technician
secondary,130352,48,married,blue-collar
primary,130360,42,single,blue-collar
SECONDARY,130363,29,single,admin.
tertiary,130367,44,married,management
secondary,130376,43,married,unemployed
tertiary,130378,34,single,management
SECONDARY,130387,55,married,retired
tertiary,130394,27,single,management
secondary,130401,26,single,entrepreneur
secondary,130416,27,married,technician
tertiary,130425,26,single,entrepreneur
secondary,130430,49,divorced,entrepreneur
secondary,130443,27,single,self-employed
tertiary,130445,60,single,unemployed
primary,130452,34,married,unemployed
secondary,130454,34,married,admin.
secondary,130458,37,married,housemaid
secondary,130465,42,single,technician
secondary,130466,56,single,blue-collar
secondary,130469,34,single,unemployed
secondary,130470,46,married,admin.
unknown,130474,54,married,services
secondary,130476,45,single,unemployed
unknown,130480,48,married,blue-collar
primary,130484,34,single,services
primary,130488,38,single,blue-collar
secondary,130497,56,married,blue-collar
tertiary,130511,33,married,management
secondary,130513,33,single,services
tertiary,130515,53,married,management
secondary,130519,31,married,admin.
tertiary,130530,38,married,entrepreneur
secondary,130541,54,married,technician
tertiary,130550,34,single,technician
tertiary,130560,33,DIVORCED,management
secondary,130565,37,married,blue-collar
secondary,130567,29,single,admin.
tertiary,130570,48,single,entrepreneur
secondary,130571,36,single,student
primary,130582,40,married,unemployed
secondary,130592,57,married,unemployed
tertiary,130594,60,married,management
secondary,130602,25,single,student
unknown,130608,45,married,unemployed
tertiary,130609,28,single,technician
secondary,130623,51,married,unemployed
tertiary,130631,34,married,entrepreneur
primary,130633,31,married,blue-collar
tertiary,130634,34,single,management
secondary,130635,39,single,blue-collar
secondary,130638,33,single,admin.
tertiary,130639,58,married,management
tertiary,130640,44,divorced,unemployed
tertiary,130649,32,single,management
unknown,130652,42,married,technician
secondary,130662,38,divorced,admin.
secondary,130667,26,married,services
secondary,130670,39,married,technician
secondary,130673,39,single,blue-collar
tertiary,130675,30,single,management
secondary,130677,34,single,services
primary,130692,64,married,retired
secondary,130695,31,single,services
primary,130701,61,married,retired
primary,130703,37,single,services
secondary,130706,31,single,self-employed
tertiary,130714,46,married,management
tertiary,130718,31,single,management
secondary,130724,31,single,blue-collar
secondary,130728,66,married,technician
secondary,130735,30,single,housemaid
secondary,130736,44,married,blue-collar
tertiary,130738,41,married,management
tertiary,130745,37,single,technician
secondary,130753,31,married,blue-collar
tertiary,130755,33,married,management
secondary,130763,40,married,management
unknown,130767,35,single,blue-collar
tertiary,130770,50,married,management
tertiary,130776,52,married,unemployed
secondary,130780,60,divorced,admin.
unknown,130781,39,married,technician
secondary,130782,37,divorced,unemployed
secondary,130793,33,single,blue-collar
primary,130797,67,single,retired
tertiary,130798,30,single,student
primary,130799,45,single,housemaid
tertiary,130819,56,married,management
secondary,130822,34,single,technician
tertiary,130829,34,single,blue-collar
secondary,130831,57,married,unemployed
tertiary,130833,26,single,services
secondary,130834,45,married,admin.
tertiary,130836,27,single,services
tertiary,130839,33,married,management
secondary,130848,53,married,ADMINISTRATION
secondary,130849,27,divorced,self-employed
secondary,130853,47,divorced,services
tertiary,130856,59,divorced,retired
secondary,130859,50,divorced,technician
tertiary,130869,44,divorced,self-employed
secondary,130877,28,married,blue-collar
secondary,130878,30,single,unemployed
secondary,130888,32,married,blue-collar
secondary,130901,31,single,admin.
secondary,130904,22,single,student
tertiary,130907,34,married,management
secondary,130916,37,married,unemployed
primary,130919,38,single,blue-collar
secondary,130930,29,single,admin.
primary,130931,49,married,blue-collar
tertiary,130933,46,married,self-employed
secondary,130936,33,married,admin.
unknown,130939,46,married,admin.
primary,130943,30,married,blue-collar
primary,130945,34,single,blue-collar
secondary,130957,32,divorced,admin.
secondary,130958,28,single,self-employed
tertiary,130960,39,married,services
secondary,130962,45,married,management
secondary,130966,28,single,technician
tertiary,130968,43,married,management
secondary,130973,37,married,blue-collar
secondary,130975,52,married,admin.
primary,130976,45,single,unemployed
unknown,130984,57,married,unemployed
tertiary,130987,31,single,self-employed
tertiary,130991,30,single,management
secondary,131005,45,married,blue-collar
tertiary,131006,33,single,blue-collar
primary,131008,66,married,retired
secondary,131010,26,single,admin.
secondary,131011,30,single,admin.
tertiary,131018,28,single,technician
SECONDARY,131019,28,single,admin.
secondary,131020,26,single,student
secondary,131029,29,married,management
secondary,131043,35,married,blue-collar
tertiary,131060,29,single,technician
tertiary,131075,30,single,management
secondary,131077,45,single,unemployed
secondary,131093,49,married,services
secondary,131102,29,single,technician
secondary,131107,34,married,admin.
secondary,131110,47,married,blue-collar
tertiary,131111,42,married,technician
tertiary,131115,51,married,technician
tertiary,131116,43,married,management
tertiary,131117,61,married,retired
secondary,131118,35,single,technician
secondary,131121,40,married,blue-collar
tertiary,131123,27,married,admin.
tertiary,131124,31,divorced,management
tertiary,131126,36,married,self-employed
tertiary,131128,32,single,student
tertiary,131129,30,single,unemployed
tertiary,131131,31,married,management
secondary,131132,33,married,management
primary,131133,69,married,retired
secondary,131134,39,married,management
tertiary,131136,40,divorced,technician
tertiary,131137,28,married,admin.
tertiary,131140,58,divorced,management
secondary,131144,30,single,services
secondary,131145,41,married,technician
tertiary,131147,31,married,management
secondary,131148,22,single,student
secondary,131150,22,single,ADMINISTRATION
SECONDARY,131151,37,married,admin.
tertiary,131154,33,married,management
tertiary,131155,48,single,management
primary,131156,85,married,retired
tertiary,131158,72,married,retired
secondary,131159,46,divorced,admin.
tertiary,131161,26,single,technician
tertiary,131162,37,married,technician
tertiary,131165,53,divorced,management
tertiary,131166,33,single,management
secondary,131170,90,divorced,retired
tertiary,131171,27,single,self-employed
secondary,131172,54,divorced,admin.
tertiary,131173,67,married,retired
tertiary,131174,27,single,student
unknown,131176,42,divorced,management
primary,131178,71,married,retired
secondary,131179,35,single,student
secondary,131181,44,divorced,admin.
tertiary,131183,47,married,entrepreneur
tertiary,131184,44,married,admin.
secondary,131185,37,single,technician
secondary,131186,37,married,services
tertiary,131187,28,single,self-employed
secondary,131191,21,single,blue-collar
tertiary,131194,25,single,management
secondary,131195,63,married,retired
tertiary,131197,32,single,management
SECONDARY,131198,51,married,technician
tertiary,131200,73,married,retired
secondary,131201,26,single,student
secondary,131202,74,married,retired
tertiary,131203,62,divorced,management
tertiary,131204,65,married,retired
secondary,131206,47,married,technician
unknown,131207,62,married,retired
secondary,131208,38,married,admin.
secondary,131209,71,married,retired
secondary,131210,29,married,services
primary,131212,61,married,retired
primary,131215,64,divorced,retired
primary,131216,57,divorced,retired
primary,131217,75,married,retired
tertiary,131219,37,married,management
secondary,131220,68,married,retired
tertiary,131221,29,single,management
primary,131223,51,married,entrepreneur
secondary,131224,41,divorced,technician
secondary,131225,24,single,student
secondary,131227,24,single,blue-collar
tertiary,131228,39,single,management
secondary,131230,59,married,unemployed
primary,131231,85,DIVORCED,retired
tertiary,131232,31,married,management
tertiary,131233,32,single,technician
tertiary,131234,29,single,management
secondary,131235,51,married,technician
secondary,131236,39,married,technician
secondary,131237,28,single,student
secondary,131238,39,married,technician
primary,131243,44,married,management
tertiary,131244,25,married,student
secondary,131245,26,single,admin.
tertiary,131247,28,single,management
tertiary,131248,48,married,management
secondary,131249,37,single,technician
tertiary,131250,71,married,retired
unknown,131251,62,married,housemaid
tertiary,131254,28,single,management
tertiary,131258,26,single,admin.
tertiary,131259,43,single,unemployed
secondary,131264,27,single,unknown
tertiary,131274,30,single,management
unknown,131279,50,married,management
secondary,131281,25,single,technician
tertiary,131282,25,single,admin.
tertiary,131283,30,single,management
tertiary,131284,73,married,retired
tertiary,131285,31,single,management
tertiary,131288,28,single,technician
secondary,131289,66,married,retired
secondary,131291,41,married,management
secondary,131292,46,married,technician
tertiary,131293,42,married,unemployed
secondary,131294,28,single,technician
tertiary,131297,33,single,technician
tertiary,131298,30,single,unknown
secondary,131299,38,married,technician
primary,131300,39,single,blue-collar
secondary,131301,33,single,admin.
secondary,131302,42,married,services
tertiary,131304,31,married,management
secondary,131307,35,married,services
secondary,131309,55,married,technician
primary,131311,43,married,blue-collar
tertiary,131315,37,married,technician
tertiary,131319,29,single,management
tertiary,131320,49,married,management
tertiary,131323,61,married,retired
secondary,131327,44,single,technician
SECONDARY,131330,54,married,admin.
tertiary,131331,28,single,management
SECONDARY,131333,30,single,admin.
secondary,131335,47,married,technician
secondary,131336,34,single,blue-collar
tertiary,131338,37,single,unknown
tertiary,131339,25,single,self-employed
secondary,131340,29,single,technician
secondary,131341,62,married,management
secondary,131342,58,divorced,management
tertiary,131343,46,married,management
tertiary,131344,56,married,retired
tertiary,131345,49,married,technician
secondary,131347,28,single,technician
tertiary,131351,33,married,management
tertiary,131352,24,single,management
tertiary,131354,27,single,student
secondary,131355,60,married,retired
tertiary,131358,32,single,management
primary,131362,83,divorced,retired
secondary,131365,53,married,management
secondary,131366,45,divorced,admin.
tertiary,131370,35,married,self-employed
secondary,131371,28,single,technician
tertiary,131372,31,divorced,management
tertiary,131376,30,single,student
secondary,131377,29,married,technician
tertiary,131378,36,single,management
tertiary,131379,57,married,management
secondary,131381,21,single,blue-collar
tertiary,131382,44,single,management
tertiary,131383,23,single,management
tertiary,131384,34,single,management
tertiary,131385,26,single,management
secondary,131386,79,married,retired
secondary,131387,32,married,self-employed
tertiary,131391,37,single,unemployed
tertiary,131393,35,single,management
tertiary,131394,47,married,management
tertiary,131395,61,married,management
tertiary,131396,30,single,management
secondary,131399,70,married,retired
tertiary,131400,28,single,technician
tertiary,131402,52,married,management
secondary,131403,27,single,admin.
secondary,131404,28,single,management
secondary,131406,43,married,technician
secondary,131408,30,single,student
secondary,131409,29,single,admin.
tertiary,131410,57,married,management
tertiary,131411,24,single,admin.
tertiary,131412,25,married,management
tertiary,131416,32,married,management
primary,131417,65,married,housemaid
secondary,131418,34,divorced,admin.
tertiary,131420,44,married,management
secondary,131421,50,married,housemaid
tertiary,131422,32,single,entrepreneur
tertiary,131423,64,married,technician
tertiary,131426,44,married,management
tertiary,131427,33,single,technician
tertiary,131428,49,divorced,technician
secondary,131429,53,divorced,services
tertiary,131430,31,divorced,management
tertiary,131431,61,married,admin.
tertiary,131432,37,single,management
unknown,131433,64,married,retired
tertiary,131434,58,married,self-employed
tertiary,131435,30,single,management
secondary,131438,47,married,blue-collar
secondary,131440,60,married,technician
tertiary,131449,36,divorced,entrepreneur
secondary,131452,37,single,services
SECONDARY,131453,43,married,admin.
secondary,131455,46,married,admin.
tertiary,131456,37,single,admin.
tertiary,131457,31,single,management
secondary,131459,31,married,technician
tertiary,131460,30,single,management
tertiary,131465,30,married,management
tertiary,131467,32,single,admin.
secondary,131468,35,married,admin.
secondary,131469,59,married,technician
tertiary,131470,33,single,housemaid
secondary,131471,41,single,services
secondary,131472,59,married,admin.
tertiary,131473,37,single,management
secondary,131475,31,married,services
secondary,131476,28,single,student
tertiary,131478,32,married,management
tertiary,131479,26,single,management
secondary,131481,53,married,technician
tertiary,131484,73,married,retired
secondary,131487,34,married,unemployed
secondary,131489,41,married,admin.
tertiary,131493,46,divorced,management
primary,131494,76,divorced,retired
tertiary,131495,46,married,management
primary,131496,83,divorced,retired
tertiary,131497,40,married,management
tertiary,131498,26,single,admin.
secondary,131499,23,single,student
tertiary,131500,34,single,management
secondary,131501,24,single,student
tertiary,131502,41,divorced,management
secondary,131503,39,married,management
secondary,131508,28,single,admin.
primary,131512,57,married,housemaid
SECONDARY,131514,34,married,technician
secondary,131515,77,married,retired
secondary,131516,36,married,management
tertiary,131517,58,married,management
tertiary,131519,32,single,self-employed
tertiary,131520,38,married,admin.
secondary,131522,46,married,admin.
secondary,131526,27,single,student
unknown,131529,69,married,retired
secondary,131530,46,married,admin.
tertiary,131532,59,married,retired
primary,131533,19,single,student
tertiary,131534,25,single,management
tertiary,131535,23,single,management
tertiary,131539,49,married,admin.
tertiary,131542,47,married,management
tertiary,131543,23,single,management
secondary,131544,22,single,admin.
tertiary,131547,27,single,management
primary,131548,73,divorced,retired
tertiary,131553,41,married,management
tertiary,131554,30,single,admin.
secondary,131561,26,single,admin.
secondary,131572,47,married,blue-collar
tertiary,131573,38,single,blue-collar
secondary,131575,37,married,management
tertiary,131576,32,single,services
tertiary,131577,46,divorced,management
tertiary,131578,27,single,technician
tertiary,131583,63,married,self-employed
secondary,131588,45,divorced,services
unknown,131593,19,single,student
secondary,131596,34,single,blue-collar
secondary,131598,34,married,admin.
secondary,131605,37,married,blue-collar
secondary,131607,32,single,admin.
tertiary,131609,33,single,management
tertiary,131612,45,single,admin.
secondary,131621,46,married,self-employed
secondary,131626,58,married,technician
secondary,131627,47,married,blue-collar
unknown,131628,74,married,housemaid
SECONDARY,131629,48,divorced,admin.
tertiary,131631,39,divorced,technician
unknown,131637,58,married,unknown
primary,131641,40,married,management
primary,131652,54,married,retired
tertiary,131657,50,married,management
secondary,131673,26,single,blue-collar
secondary,131676,39,married,blue-collar
secondary,131680,38,married,technician
tertiary,131685,33,married,admin.
secondary,131689,55,divorced,blue-collar
secondary,131705,41,married,self-employed
secondary,131708,31,single,admin.
primary,131710,37,married,management
unknown,131717,54,divorced,entrepreneur
secondary,131718,34,single,technician
secondary,131724,35,married,blue-collar
tertiary,131727,33,single,technician
tertiary,131731,42,single,management
primary,131740,50,married,blue-collar
tertiary,131745,,single,management
secondary,131746,35,married,technician
secondary,131751,40,married,management
secondary,131757,36,married,self-employed
tertiary,131759,32,single,technician
secondary,131761,37,married,admin.
secondary,131762,44,single,blue-collar
tertiary,131763,37,single,technician
secondary,131766,41,married,blue-collar
tertiary,131773,30,single,blue-collar
secondary,131778,26,single,self-employed
secondary,131803,47,married,unemployed
tertiary,131805,33,married,management
primary,131807,47,married,unemployed
tertiary,131813,46,single,blue-collar
secondary,131814,50,single,services
primary,131815,31,married,blue-collar
tertiary,131816,37,divorced,technician
secondary,131817,38,single,services
tertiary,131819,27,single,admin.
secondary,131822,48,married,services
secondary,131829,43,single,technician
secondary,131831,28,single,technician
SECONDARY,131832,24,single,admin.
tertiary,131833,49,divorced,entrepreneur
secondary,131839,25,single,admin.
tertiary,131844,41,married,management
secondary,131847,51,married,blue-collar
primary,131850,35,married,blue-collar
secondary,131852,51,married,blue-collar
secondary,131859,56,married,technician
secondary,131865,36,single,blue-collar
secondary,131866,35,single,technician
secondary,131872,65,married,retired
secondary,131878,37,single,admin.
secondary,131880,35,married,blue-collar
secondary,131881,54,married,unemployed
secondary,131884,39,married,admin.
secondary,131885,48,married,management
secondary,131890,32,married,technician
secondary,131891,60,DIVORCED,admin.
secondary,131895,28,single,student
secondary,131900,67,married,retired
secondary,131901,34,married,technician
secondary,131902,35,married,blue-collar
tertiary,131903,27,single,technician
primary,131906,46,married,blue-collar
tertiary,131907,57,married,management
tertiary,131908,32,single,management
secondary,131912,26,married,admin.
tertiary,131920,33,single,management
tertiary,131928,35,married,management
primary,131932,21,single,student
secondary,131935,30,single,technician
secondary,131937,39,married,services
secondary,131938,27,single,student
secondary,131939,40,married,technician
secondary,131940,30,single,services
secondary,131941,36,married,blue-collar
secondary,131944,31,single,management
secondary,131947,27,married,admin.
tertiary,131950,29,single,management
secondary,131951,38,single,blue-collar
tertiary,131953,23,single,ADMINISTRATION
tertiary,131954,30,married,management
tertiary,131957,38,married,technician
tertiary,131960,58,divorced,retired
secondary,131961,38,married,blue-collar
primary,131965,54,married,admin.
secondary,131969,30,single,technician
secondary,131972,41,married,services
unknown,131976,55,married,ADMINISTRATION
secondary,131978,33,single,technician
secondary,131987,53,single,admin.
primary,131999,51,married,blue-collar
secondary,132004,35,married,admin.
secondary,132006,42,married,entrepreneur
secondary,132008,34,married,technician
tertiary,132015,29,married,admin.
primary,132020,68,divorced,retired
secondary,132021,20,single,student
tertiary,132025,30,single,management
secondary,132035,32,married,blue-collar
secondary,132036,34,married,services
tertiary,132038,34,married,admin.
primary,132039,46,married,blue-collar
tertiary,132040,28,divorced,management
tertiary,132042,37,divorced,management
tertiary,132055,42,married,entrepreneur
secondary,132056,45,married,blue-collar
secondary,132057,36,single,admin.
tertiary,132060,30,married,management
secondary,132061,29,single,technician
SECONDARY,132063,31,married,blue-collar
secondary,132065,39,divorced,services
primary,132085,48,married,blue-collar
primary,132086,42,married,blue-collar
tertiary,132088,35,single,management
tertiary,132089,34,single,technician
secondary,132090,41,married,admin.
secondary,132091,40,married,admin.
secondary,132092,31,married,technician
tertiary,132097,26,single,management
secondary,132101,29,divorced,services
tertiary,132106,44,single,self-employed
tertiary,132109,35,married,blue-collar
secondary,132119,32,single,services
tertiary,132124,34,married,management
secondary,132128,36,married,technician
tertiary,132129,33,married,management
tertiary,132136,34,single,management
secondary,132138,33,single,admin.
secondary,132139,22,single,student
SECONDARY,132140,32,married,technician
tertiary,132146,36,divorced,management
secondary,132147,36,single,services
secondary,132151,44,divorced,admin.
secondary,132152,65,married,retired
primary,132156,62,married,retired
tertiary,132157,25,single,management
tertiary,132159,61,divorced,self-employed
tertiary,132160,40,single,technician
primary,132161,41,married,housemaid
unknown,132166,24,married,management
secondary,132167,35,married,blue-collar
tertiary,132169,77,divorced,retired
tertiary,132170,62,married,housemaid
tertiary,132173,30,married,unemployed
secondary,132177,29,single,admin.
tertiary,132179,32,single,management
tertiary,132181,36,married,management
secondary,132189,29,single,unemployed
unknown,132190,78,married,unknown
tertiary,132196,31,single,management
secondary,132200,65,married,management
primary,132207,43,married,services
primary,132211,70,divorced,retired
secondary,132212,32,married,services
secondary,132213,46,married,technician
tertiary,132215,33,single,management
secondary,132218,33,married,management
primary,132227,49,married,blue-collar
secondary,132231,53,divorced,self-employed
secondary,132242,33,married,admin.
primary,132245,57,married,services
secondary,132247,62,married,blue-collar
secondary,132249,32,single,services
secondary,132253,39,single,blue-collar
secondary,132256,41,married,blue-collar
primary,132261,76,divorced,housemaid
secondary,132262,36,single,admin.
secondary,132268,27,single,technician
secondary,132270,19,single,student
tertiary,132280,38,single,management
secondary,132281,35,married,blue-collar
secondary,132282,32,divorced,housemaid
secondary,132284,69,married,retired
primary,132293,56,married,blue-collar
tertiary,132295,51,married,unemployed
tertiary,132296,39,married,management
tertiary,132297,35,divorced,management
secondary,132300,32,married,blue-collar
unknown,132301,51,married,housemaid
secondary,132303,37,married,technician
secondary,132326,46,married,blue-collar
primary,132328,39,married,blue-collar
tertiary,132336,37,single,management
tertiary,132340,36,single,management
secondary,132345,38,married,admin.
tertiary,132347,52,single,entrepreneur
tertiary,132349,39,divorced,management
secondary,132350,35,single,services
tertiary,132353,30,single,management
secondary,132360,38,divorced,services
secondary,132366,20,single,blue-collar
unknown,132372,28,married,admin.
secondary,132374,35,married,technician
secondary,132377,47,married,admin.
secondary,132382,31,married,technician
tertiary,132389,25,single,management
secondary,132397,49,married,services
tertiary,132398,35,DIVORCED,management
tertiary,132406,30,single,management
unknown,132408,55,single,management
secondary,132410,35,single,blue-collar
secondary,132412,47,married,entrepreneur
primary,132413,44,married,management
SECONDARY,132425,42,married,blue-collar
secondary,132426,30,single,blue-collar
secondary,132427,31,single,ADMINISTRATION
secondary,132432,29,married,admin.
secondary,132436,31,single,blue-collar
tertiary,132439,29,single,management
SECONDARY,132450,42,divorced,technician
tertiary,132458,43,married,management
primary,132460,50,married,blue-collar
SECONDARY,132465,36,single,technician
secondary,132468,29,married,admin.
tertiary,132470,36,single,management
secondary,132471,50,married,services
secondary,132478,48,married,blue-collar
primary,132488,42,married,blue-collar
tertiary,132489,36,married,technician
secondary,132492,32,married,services
tertiary,132497,38,married,self-employed
unknown,132513,20,single,student
tertiary,132515,38,married,management
primary,132516,36,married,technician
secondary,132524,30,single,technician
secondary,132525,54,married,technician
secondary,132526,38,married,services
secondary,132531,36,married,blue-collar
tertiary,132534,50,married,management
primary,132536,45,married,blue-collar
primary,132541,34,married,blue-collar
secondary,132546,42,married,ADMINISTRATION
unknown,132547,54,divorced,services
secondary,132550,39,divorced,admin.
secondary,132554,42,single,admin.
primary,132561,53,married,blue-collar
tertiary,132563,32,single,technician
tertiary,132564,28,single,student
primary,132572,40,divorced,services
secondary,132573,25,single,technician
secondary,132577,37,married,blue-collar
primary,132579,52,married,admin.
secondary,132592,31,married,admin.
secondary,132606,56,married,retired
primary,132611,44,married,blue-collar
secondary,132618,44,married,technician
secondary,132619,43,married,admin.
secondary,132626,25,single,student
secondary,132628,37,married,services
secondary,132643,47,married,blue-collar
SECONDARY,132649,34,married,services
secondary,132650,31,single,admin.
secondary,132654,34,single,admin.
primary,132656,36,single,blue-collar
primary,132658,52,divorced,retired
primary,132661,29,single,blue-collar
secondary,132668,35,married,blue-collar
secondary,132671,31,married,services
secondary,132676,54,married,management
tertiary,132679,38,married,services
secondary,132682,28,married,technician
tertiary,132686,32,divorced,management
tertiary,132690,60,married,management
secondary,132701,33,single,admin.
primary,132704,34,married,blue-collar
secondary,132716,33,single,services
SECONDARY,132728,34,married,admin.
secondary,132738,37,married,services
secondary,132752,55,married,services
secondary,132755,30,married,blue-collar
